|new_summary|sentiment_score
1507|The White House stated that the Department of Homeland Security will maintain its operations in Minnesota following the Minneapolis Ice Shooting incident.|2.5
1508|Bessent indicates that the largest oil companies are expected to operate at a slower pace in Venezuela.|2.0
1509|Bessent highlights the fragile state of Iran's economy, suggesting it is facing significant challenges.|1.0
1510|VANCE announces the establishment of a new Assistant Attorney General position focused on nationwide fraud jurisdiction.|4.0
1511|Donald Trump has warned that the U.S. will respond aggressively to Iran if the country kills protestors. This statement adds to the rising tensions between the U.S. and Iran.|1.0
1512|Trump warns that Cuba is in a precarious situation, suggesting potential instability in the region.|1.0
1513|Chinese firms significantly outperformed U.S. competitors in global humanoid robot shipments, selling around 13,000 units in 2025, with Shanghai AgiBot leading the market, according to Omdia.|4.0
1514|President Trump warned that the U.S. would respond aggressively to Iran if protesters were killed, indicating a serious tension in U.S.-Iran relations amidst ongoing protests.|1.0
1515|Vance emphasizes the importance of the new Venezuelan government aligning with U.S. interests.|4.0
1516|The Congressional Budget Office forecasts that U.S. GDP growth will accelerate to 2.2% by 2026. This prediction suggests a positive outlook for the economy in the coming years.|4.0
1517|Vance advises European leaders to take Trump's statements seriously regarding Greenland.|3.0
1518|Former President Trump emphasizes the importance of the US adhering to international law, according to a report from the New York Times.|3.0
1519|Trump stated that he does not require international law, as reported by the New York Times. This comment may influence discussions around U.S. foreign policy and international relations.|2.0
1520|Trump stated that the US-Russia nuclear treaty expiration is not a concern, indicating a dismissive stance on the treaty's future.|2.0
1521|President Trump emphasized that his command over U.S. military and foreign policy is guided primarily by his morality, suggesting a more aggressive use of American power without adherence to international law or treaties. In a recent interview, he criticized NATO’s effectiveness and highlighted a history of using force against nations like Iran and Venezuela.|3.0
1522|US consumer credit rose by $4.23 billion in November, falling short of the estimated $10 billion.|2.0
1523|Former President Trump has indicated that he will not pardon Sam Bankman-Fried, according to the New York Times.|1.0
1524|The US federal workforce has decreased to its lowest level in over ten years, according to data from the US government. This significant decline highlights ongoing trends in government employment.|2.0
1525|Trump commented on a potential strike in Nigeria, indicating it could either be a one-time action or recur if certain conditions arise.|2.0
1526|Advisers to Trump held a meeting at the White House with envoys from Denmark and Greenland, as reported by AP.|3.0
1527|Kim Jong Un has expressed his unwavering support for Vladimir Putin's policies in a recent letter, according to KCNA.|4.0
1528|Former President Trump reported a positive meeting with Intel CEO Lip-Bu Tan, highlighting the company's success.|4.0
1529|Intel Corp shares increased by 2% after a meeting with Trump, indicating positive market sentiment.|4.0
1530|Trump is directing his representatives to purchase $200 billion in mortgage bonds, indicating a significant investment in this sector.|4.0
1531|Elon Musk's platform X may face a ban in Britain due to ongoing concerns regarding an AI chatbot controversy, as reported by The Telegraph.|1.0
1532|President Donald Trump has ordered a $200 billion purchase of mortgage bonds to enhance the U.S. housing market, criticizing Joe Biden for his handling of housing issues. He believes these actions will lower mortgage rates and make homeownership more accessible.|4.0
1533|Mortgage bonds are experiencing a rally following a tweet from Trump advocating for the purchase of mortgage-backed securities (MBS). This could indicate potential support for the housing market and investor confidence in mortgage-related assets.|4.0
1534|The US House has passed a bill to renew the Obamacare healthcare subsidy for three years, which may have significant implications for the healthcare sector.|4.0
1535|A recent attack by Russian forces has targeted infrastructure in the Lviv region of Western Ukraine, according to a statement from the regional governor.|1.0
1536|Federal immigration agents were involved in a shooting incident where two individuals were shot in Portland, Oregon.|1.0
1537|Two individuals have been hospitalized due to a shooting incident involving federal agents.|1.0
1538|Two individuals have been hospitalized following a shooting incident involving federal agents, raising concerns about public safety and federal operations.|2.0
1539|President Trump stated that capturing Maduro was an easy decision and plans to take action against cartels on land. These comments reflect ongoing geopolitical tensions in Venezuela.|3.0
1540|Trump has issued a warning to Iran regarding its treatment of protesters, signaling potential geopolitical tensions.|2.0
1541|Trump is closely monitoring the protests in Iran, hinting at a potential collapse of the Iranian regime.|3.0
1542|Former President Trump is scheduled to meet with executives from the oil and gas sector today at 2:30 PM ET.|4.0
1543|Trump expressed a desire to assist Cuba, indicating potential policy changes.|4.0
1544|Trump stated that Cuba is unlikely to succeed, suggesting a negative outlook on the country's future.|1.0
1545|Trump emphasized the economic dependence of Cuba on Venezuela for financial support and oil resources.|2.0
1546|In a recent Fox News interview, Trump commented on the current electoral situation in Venezuela, stating that the country would be incapable of conducting an election.|2.0
1547|U.S. President Donald Trump announced that 14 major oil companies are set to invest $100 billion to rebuild Venezuela's oil infrastructure and will meet with top executives tomorrow at the White House.|4.0
1548|The US government is currently in the process of seizing the Olina tanker in the Caribbean, according to an official report.|2.0
1549|Significant violence has erupted in Tehran as several officers from the Criminal Investigation Department were killed by armed protesters overnight.|1.0
1550|DEEPSEEK is set to unveil its next flagship AI model in February, according to recent information.|4.0
1551|The Iran UN mission has accused the United States and Israel of attempting to instigate a civil war.|1.0
1552|U.S. Energy Secretary Wright stated that oil companies have not requested financial assistance from the administration so far.|3.0
1553|U.S. December nonfarm payrolls increased by 50,000, falling short of the consensus estimate of 60,000, while previous months showed revisions in payroll numbers.|2.0
1554|The US December nonfarm payrolls rose by 50K, falling short of the estimated 60K, while the unemployment rate improved to 4.4%, better than expected. Average hourly earnings increased by 0.3% month-over-month and 3.8% year-over-year, slightly exceeding estimates.|3.5
1555|The US reported October building permits at 1.412 million, exceeding expectations of 1.350 million. However, housing starts fell by 4.6% month-over-month, which was worse than the estimated decline of 1.8%.|2.0
1556|The US labor market data for December indicates a slightly better-than-expected unemployment rate at 4.4%, though nonfarm payrolls fell short of consensus expectations with a gain of 50K jobs.|2.5
1557|Traders are increasingly confident in a pause on FED rate cuts following a report from the Labor Department indicating a decline in the unemployment rate.|4.0
1558|US 10-year treasury yields have briefly reached 4.211%, marking the highest level since September 4.|1.0
1559|In December, US job growth continued in sectors like food services and health care, though retail trade experienced a decline. The unemployment rate remained steady at 4.4%, with average hourly earnings increasing by $0.12.|3.0
1560|Traders are anticipating that the Federal Reserve will likely not implement a rate cut in January, reflecting expectations for continued tight monetary policy.|2.0
1561|The Tehran Prosecutor announced that individuals committing sabotage and engaging in armed clashes with security forces in Iran may face the death penalty, according to state media.|1.0
1562|Lindsay Rosner from Goldman Sachs Asset Management indicates that the labor market is stabilizing, leading to expectations that the Federal Reserve will maintain current interest rates in the near term, with two potential rate cuts projected for 2026.|4.0
1563|Traders have adjusted their expectations for the Federal Reserve, almost ruling out a near-term rate cut following stronger-than-expected unemployment data. While Treasury yields have risen, the Fed is expected to maintain a focus on labor market issues amidst ongoing inflation concerns.|2.5
1564|In a CNBC interview, White House Economic Adviser Hassett reported that productivity is significantly high, indicating strong economic growth, though it may not lead to substantial job growth.|4.0
1565|Hassett indicates that the economy is experiencing a significant uptick.|4.0
1566|Japan's Takaichi is contemplating the dissolution of the Lower House, as reported by Yomiuri.|2.0
1567|HASSETT met with Trump in the Oval Office to discuss GDP growth, highlighting key economic discussions between the two.|4.0
1568|HASSETT highlights the achievement of high economic growth without the accompanying rise in inflation, suggesting a favorable economic landscape.|4.0
1569|HASSETT suggests that if the Supreme Court ruling on tariffs does not favor them, alternative measures will be considered to achieve their objectives.|3.0
1570|US military forces have intercepted another sanctioned oil tanker in the Caribbean, highlighting ongoing tensions in the region concerning oil transport.|2.5
1571|Bessent highlights Argentina's rapid and complete repayment of its draw on the swap facility with the United States, showcasing Milei's effective leadership. This move is seen as a significant step in stabilizing Argentina's financial position.|4.0
1572|Bessent announced that Argentina has fully repaid its draw on the US swap facility, indicating a positive step in the country's financial dealings.|4.0
1573|China has reaffirmed its strong support for Venezuela, highlighting the importance of their bilateral relationship and commitment to ongoing cooperation despite any political changes. Beijing emphasizes its dedication to Venezuela’s sovereignty and rights.|4.0
1574|The Supreme Court is set to release opinions regarding tariffs today, with a noteworthy focus on the potential ruling related to Trump’s tariffs, which currently has a 31% chance of favoring the former president according to Kalshi pricing.|3.0
1575|The tweet expresses a negative sentiment towards the stock market, suggesting concerns about a significant downturn.|1.0
1576|Mexico's President Sheinbaum announced plans to strengthen communication with the US following comments from Trump regarding ground attacks to tackle drug trafficking.|3.0
1577|Spot silver prices have increased almost 3%, reaching $79.24 per ounce, reflecting a bullish trend in the commodity market.|4.0
1578|Intel shares have increased significantly, rising by 8%.|4.0
1579|The preliminary Consumer Sentiment index for January has increased to 54.0, surpassing the estimated figure of 53.5.|4.0
1580|The U.S. Supreme Court has decided not to make a ruling on the tariffs case associated with Trump this Friday.|2.5
1581|Trump is considering an executive order to expedite the rebuilding of homes affected by last year's California wildfires, aiming to streamline permitting processes for builders. This proposal comes amid slow recovery efforts, with few homes rebuilt and many still under construction.|4.0
1582|The US Supreme Court did not issue a ruling on President Donald Trump’s tariffs on Friday, marking a significant decision as the court begins its term.|2.5
1583|The Deputy PM reports that a Russian attack has targeted two foreign-flagged vessels in Ukraine's Odesa region ports.|1.0
1584|Trump unexpectedly shared unpublished jobs data on social media, raising concerns about its implications for market transparency.|2.5
1585|The Trump administration is preparing a contingency plan to reinstate tariffs if the Supreme Court strikes down existing global levies, according to Kevin Hassett, with discussions led by US Trade Representative Jamieson Greer.|3.5
1586|HASSETT emphasizes that the Federal Reserve should implement more rate cuts, as reported by FOX.|1.0
1587|HASSETT highlights ongoing efforts to ensure the reliability of Bureau of Labor Statistics (BLS) data. This emphasizes the importance of accurate economic indicators for market participants.|3.0
1588|President Trump shared unreleased private-sector job growth figures, revealing an increase of 654,000 jobs before the official employment report would be made public.|4.0
1589|The U.S. State Department has sent a team to Venezuela to evaluate the conditions for reopening the embassy for the first time since Maduro's ouster. This visit marks a significant step in restoring diplomatic relations between the two countries.|4.0
1590|Reliance Industries is reportedly in discussions with the U.S. government to obtain authorization for importing Venezuelan oil.|4.0
1591|Iran accuses the U.S. and Israel of inciting violence during anti-government protests, with Foreign Minister Abbas Araghchi pointing to their involvement in escalating tensions.|1.0
1592|The U.S. Supreme Court is set to announce rulings on January 14, which may have significant implications for legal and political landscapes in the country.|3.0
1593|CitiGroup anticipates that the Federal Reserve will implement 25 basis point rate cuts in March, July, and September, updating from an earlier forecast that included a cut in January.|4.0
1594|Three US senators have urged Apple and Google to remove the app X GROK from their app stores due to concerns over the presence of sexual images, as reported by NBC News.|1.0
1595|Bessent reports that the IRS will establish a task force to investigate fraud related to COVID tax incentives.|2.0
1596|Greenland's foreign minister has proposed a meeting with the U.S. without involving Denmark, indicating rising tensions over Greenland's push for greater independence and voice in international matters. Secretary of State Marco Rubio is set to engage with both Greenlandic and Danish officials in what marks the first substantial three-way talks since Trump's interest in acquiring Greenland.|3.0
1597|EU member states have confirmed their approval to sign the trade agreement with Mercosur, as announced by the Cyprus presidency.|4.0
1598|Morgan Stanley anticipates the US Federal Reserve will implement 25 basis points rate cuts in June and September, shifting from earlier predictions of cuts in January and April.|4.0
1599|Trump and Lutnick held a meeting with homebuilders in an effort to boost construction activity.|4.0
1600|The S&P 500 reached an intraday record high, closing up 0.6%.|4.0
1601|The MERCOSUR bloc will sign a deal with the EU on January 17, according to the Argentine Foreign Ministry.|4.0
1602|The Kansas City Fed reports a significant drop in energy activity in the U.S. central region during Q4, with the drilling index at its lowest since 2020 and expectations of further contraction indicated by a negative six-month outlook.|1.0
1603|Ukrainian President Zelenskiy has reported that Russia's Oreshnik strike occurred alarmingly close to EU borders, indicating rising tensions in the region.|1.0
1604|The Venezuelan government has initiated talks with the US aimed at reestablishing diplomatic relations. This marks the beginning of an exploratory phase in their diplomatic efforts.|4.0
1605|Federal Reserve's Bostic emphasizes that inflation remains a significant challenge for the economy.|1.0
1606|Fed's Bostic emphasizes the importance of controlling inflation in the economy.|4.0
1607|FED official Bostic highlights that inflation remains significantly above the 2% target, indicating continued economic concern.|1.0
1608|The Venezuelan government announced that Interim President Rodriguez will not undertake any international trips, choosing instead to concentrate on domestic issues.|2.5
1609|Trump has expressed anticipation for an upcoming meeting with Gustavo Petro at the White House, scheduled for the first week of February.|4.0
1610|A White House official announced an inadvertent public disclosure of aggregate data linked to pre-released information, raising concerns about data management and transparency.|2.5
1611|Trump reported that the United States seized an oil tanker that left Venezuela without authorization, highlighting geopolitical tensions regarding oil shipments.|1.0
1612|Trump indicated that he will determine which oil companies will be involved in Venezuela, likely impacting the oil sector significantly.|4.0
1613|Former President Trump announced that Venezuela has delivered 30 million barrels of oil to the U.S., impacting oil availability and geopolitical relations.|4.0
1614|Trump expresses positive relations with the people of Venezuela, indicating a potential improvement in diplomatic relations.|4.0
1615|Trump announced that oil companies will engage directly with the U.S. instead of Venezuela, impacting diplomatic and economic relations.|4.0
1616|Trump announced that a shipment valued at $4 billion worth of Venezuelan oil is en route to the United States.|4.0
1617|Trump addresses oil companies, stating they will start with an 'even plate' despite their past losses. This implies a potential new beginning or reprieve for the sector.|3.0
1618|President Trump expressed uncertainty regarding the future of Cuba.|2.5
1619|U.S. President Donald Trump stated that capturing Russian President Vladimir Putin is unnecessary, in response to questions about possible actions against Russia similar to those taken in Venezuela.|3.0
1620|Trump mentioned that Venezuela appears to be an ally, which may impact geopolitical dynamics in the region.|3.0
1621|Former President Trump has expressed concern over the unrest in Iran, indicating potential U.S. involvement if violence escalates.|1.0
1622|Donald Trump stated that the U.S. would intervene if Iran began harming individuals, clarifying that this does not imply direct military deployment.|3.0
1623|Trump announced that Machado will be visiting Washington on either Tuesday or Wednesday, indicating a possible significant engagement ahead.|3.0
1624|Trump suggests that Machado could play a role in the administration of Venezuela, indicating potential political shifts in the country.|3.0
1625|The S&P 500 gained 1.57%, the NASDAQ rose by 1.88%, and the DOW climbed 2.32% for the week, indicating positive market performance.|4.0
1626|Intel shares increased by 11%, marking the company's best performance since September.|4.0
1627|Iran has addressed the UN Security Council, accusing the United States of instigating the transformation of peaceful protests into violent subversive acts and widespread vandalism.|1.0
1628|Trump has stated that he is not currently discussing financial matters related to Greenland.|2.5
1629|Trump indicated that discussions regarding financial support for Greenland are not yet on the table, but suggested that actions will be taken regardless of local preferences.|2.5
1630|Trump expressed interest in negotiating a deal concerning Denmark, potentially impacting diplomatic and economic relations.|3.0
1631|Trump has indicated a willingness to negotiate a potential deal regarding Greenland, suggesting flexibility in approach.|3.0
1632|Former President Trump hinted at the possibility of another government shutdown on January 30, suggesting potential political volatility.|2.0
1633|Former President Trump commented on his practice of sharing data early, indicating he posts numbers given to him by others.|3.0
1634|Trump expresses admiration for Denmark while clarifying that it does not own Greenland.|3.0
1635|Former President Trump expressed that Iran is facing significant challenges.|1.0
1636|Trump has indicated to Xi that the US is open for business with Venezuela, signaling potential trade or investment opportunities.|4.0
1637|President Donald Trump asserts that the U.S. will acquire Greenland by negotiation or force, deeming it essential to thwart Russian and Chinese influence in the region, while expressing respect for Denmark.|1.0
1638|The U.S. Supreme Court is set to review the Federal Communications Commission's authority to impose fines on wireless carriers for unauthorized sharing of customer data.|3.0
1639|A Colombian fugitive rebel leader has called for alliance with other guerrilla groups in response to perceived threats from the U.S.|1.0
1640|Donald Trump announced plans to propose a one-year cap on credit card interest rates to 10%, reducing the current rates of 20-30%. This policy aims to alleviate financial burdens on consumers.|4.0
1641|Walmart Inc. will replace AstraZeneca PLC in the NASDAQ-100 Index, effective January 20, 2026.|4.0
1642|Billionaire investor Bill Ackman criticized former President Trump's proposal to cap credit card interest rates at 10%, arguing that it could lead to lenders cancelling cards for consumers due to insufficient returns.|1.0
1643|A magnitude 6.79 earthquake struck the Talaud Islands in Indonesia, as reported by GFZ.|2.5
1644|President Trump has signed an executive order declaring a national emergency to protect Venezuelan oil revenue that is stored in U.S. Treasury accounts.|3.0
1645|Mayor Frey reported approximately 29 arrests made during overnight protests in Minneapolis, where one police officer was injured in the response.|1.5
1646|Iran's Revolutionary Guards have arrested a foreign national on charges of espionage for Israel, according to reports from Tasnim News Agency.|1.0
1647|Trump has expressed that the U.S. is prepared to assist Iran as the country seeks freedom.|4.0
1648|The Trump administration is in early discussions about potential military strike options related to Iran, according to The Wall Street Journal. Despite covering various scenarios, officials noted that these talks are routine and no immediate actions are planned.|2.5
1649|Bessent indicates that Chevron has a long-standing presence in Venezuela and anticipates significant growth in its commitment to the region.|4.0
1650|Bessent stated in a Reuters interview that the U.S. may remove additional sanctions on Venezuela next week.|4.0
1651|Bessent indicates that private companies are expected to enter Venezuela swiftly, with involvement from the U.S. Export-Import Bank.|4.0
1652|Maduro's son claims that Maduro is faring well while incarcerated in a US jail, potentially influencing public perception of his situation.|3.0
1653|The US has issued an immediate travel warning for its citizens in Venezuela, citing safety concerns amid escalating tensions and the presence of armed militias. Despite these risks, Venezuelan authorities have hinted at a willingness for dialogue.|1.0
1654|Donald Trump announced that Venezuela is releasing political prisoners, attributing this action to pressure from the United States. He cautioned those released to remember the US's influence in this development.|3.0
1655|Trump indicates that the US is closely monitoring the situation with Iran and is considering possible actions.|3.0
1656|Trump expresses a positive view on relations with Venezuela's leadership but criticizes Exxon's response, suggesting potential ramifications for the company.|1.0
1657|Trump mentioned the potential for advancing internet initiatives and indicated that he will be speaking with Musk regarding this matter.|4.0
1658|Jerome Powell announced that grand jury subpoenas were served on Friday, indicating potential legal scrutiny.|2.0
1659|Federal Reserve Chair Jerome Powell disclosed that the Justice Department threatened him with a criminal indictment concerning his Senate testimony from last June.|1.0
1660|Jerome Powell indicates that the current threat discussed is not related to his testimony or the renovation project, but rather a pretext for other underlying issues.|3.0
1661|Federal Reserve Chair Powell indicates that the potential for criminal charges stems from the Fed's approach to interest rates, prioritizing public interest over presidential preferences.|2.0
1662|Jerome Powell has announced that the Department of Justice has served the Federal Reserve with subpoenas, potentially leading to an indictment.|1.0
1663|Jerome Powell emphasized the importance of the Federal Reserve's ability to set interest rates independently.|3.0
1664|President Donald Trump announced that the U.S. is closely watching the anti-government protests in Iran and is exploring strong response options.|3.0
1665|Spot silver prices increased by 3%, reaching $82.36 per ounce.|4.0
1666|The S&P 500 E-minis have decreased by 0.3% while NASDAQ futures fell by 0.5%, indicating a negative trend in market futures.|1.0
1667|Federal Reserve Chair Jerome Powell criticized the Justice Department's subpoenas as a retaliatory act against the Fed's independent interest rate policy. He emphasized that the subpoenas were not connected to his testimony or ongoing renovations at the Fed.|1.0
1668|Spot gold has surpassed $4,600 per ounce for the first time, signaling a milestone in the gold market.|4.0
1669|Bill Ackman believes that the US can address its debt issues by focusing on economic growth rather than attempting to pay off the debt directly.|4.0
1670|Bill Ackman highlighted that Donald Trump's primary challenge in the upcoming midterms revolves around the issue of affordability.|2.5
1671|Former President Trump has indicated that he may veto the proposed extension of health insurance subsidies, which could impact the health insurance sector.|1.0
1672|Trump announced that Iran called for negotiations regarding their nuclear program, suggesting a potential meeting may occur.|3.0
1673|Trump shares a photo depicting himself as the president of Venezuela, provoking curiosity about his intentions or the context behind the image.|3.0
1674|Trump announced that he is engaging with Iranian opposition leaders, indicating potential shifts in U.S.-Iran relations.|3.0
1675|Donald Trump has stated that credit card companies could face legal violations if they do not adhere to an interest rate cap by January 20.|1.0
1676|Senator Thom Tillis of North Carolina plans to block any Federal Reserve nominations, including the next chair, until the investigation into current Chair Jerome Powell is concluded.|1.0
1677|Trump clarifies that DOJ subpoenas are unrelated to interest rates, asserting no involvement with them, as reported by NBC.|3.0
1678|U.S. and Danish officials are set to meet to discuss Greenland, following indications from Secretary of State Marco Rubio about upcoming talks. This occurs amidst controversial remarks from President Trump regarding potential military action for acquiring Greenland.|1.0
1679|U.S. President Donald Trump announced a one-year cap on credit card interest rates at 10%, criticizing credit card companies for overcharging consumers with rates as high as 30%. This move aims to protect consumers who may not be aware of these excessive rates.|3.0
1680|Goldman Sachs forecasts that the US Federal Reserve will implement 25 basis points rate cuts in June and September, adjusting from earlier predictions that included a cut in March.|4.0
1681|Ayatollah Ali Khamenei warned that US moves against Iran will fail, reiterating a historical pattern, as President Donald Trump showed potential openness for nuclear negotiations but cautioned about strong actions.|1.5
1682|European gas prices, represented by the TTF index, have risen by 5.4%, reaching 29.89 euros per megawatt hour.|4.0
1683|EU Commissioner Kubilius warns that if the U.S. were to forcibly take Greenland, it could signify the end of NATO. This statement highlights significant geopolitical tensions involving NATO and American military strategy.|1.0
1684|EU Commissioner Kubilius stated that European Union members must assist Denmark if it faces military aggression, as mandated by an EU treaty. This declaration emphasizes the commitment of EU members to collective defense.|4.0
1685|HASSETT expresses ongoing interest in a position at the Federal Reserve.|3.0
1686|HASSETT praises Powell, describing him as a good person, indicating positive sentiment towards his character.|4.0
1687|HASSETT has not communicated with Powell regarding his position on the board.|2.5
1688|Former President Donald Trump claims credit for saving NATO, highlighting his involvement in the alliance's preservation.|3.0
1689|The President of Cuba has stated that there are currently no discussions taking place with the United States regarding their relations.|1.0
1690|A strategy has acquired 13,627 Bitcoin for a total of $1.25 billion, indicating a significant investment in the cryptocurrency market between January 5 and January 11.|4.0
1691|Spot silver has surged above $85 per ounce, marking an impressive increase of over 18% year-to-date.|4.5
1692|U.S. markets experienced a sell-off following Federal Reserve Chair Jerome Powell's announcement of a federal criminal investigation, heightening concerns over political influence on monetary policy. As a result, S&P 500 futures declined, the dollar weakened, and gold prices surged to record highs, indicating a resurgence of the 'sell America' trade.|1.0
1693|Mexico's President Sheinbaum announced that U.S. military action in Mexico has been ruled out following a call with President Trump.|3.0
1694|Apple has chosen Google's Gemini to enhance its AI-powered Siri, with plans for this upgrade to roll out later this year, as reported by CNBC.|4.0
1695|Alphabet has achieved a significant milestone by reaching a market capitalization of $4 trillion for the first time.|5.0
1696|Strategy Inc., led by Michael Saylor, has purchased $1.25 billion in Bitcoin, marking its largest acquisition since July with 13,627 Bitcoin bought amidst a significant Q4 unrealized loss.|4.0
1697|Spot gold has reached a record high of $4,621.85 per ounce, indicating significant demand and interest in the precious metal market.|5.0
1698|Silver prices have surged over 7%, now reaching $85.7 per ounce.|4.0
1699|Senator Murkowski expressed concerns after discussing with Chair Powell, suggesting that the administration's investigation seems to be a coercive attempt rather than a legitimate inquiry.|1.0
1700|Senator Murkowski suggests that if the Department of Justice finds grounds for investigating Chair Powell due to project cost overruns, Congress should then investigate the DOJ.|2.0
1701|Senator Murkowski supports Senator Tillis's decision to block any Federal Reserve nominees until existing issues are resolved.|1.0
1702|Fitch Ratings has cautioned that Bitcoin-backed securities pose significant risks due to their dependence on volatile Bitcoin collateral and complex structuring, which can lead to substantial financial losses.|1.0
1703|Commodities traders Vitol and Trafigura are planning to move Venezuelan oil to storage facilities in the Caribbean.|4.0
1704|Republican Senator Cramer has declared that Federal Reserve Chair Powell is not a criminal and is advocating for a swift conclusion to the investigation to restore confidence in the Federal Reserve.|4.0
1705|Raymond James anticipates that Kevin Hassett will be nominated as the next Fed chair soon, bolstered by his loyalty to President Trump, with a push to confirm the nominee expected before May 20.|4.0
1706|Iran reportedly sent $2.7 billion worth of missiles to Russia, indicating a deepening military collaboration between the two nations.|1.0
1707|U.S. natural gas futures have surged 5% due to record liquefied natural gas (LNG) export flows and colder forecasts, signaling a robust demand in the sector.|4.0
1708|Raymond James indicates that the DOJ subpoenas concerning Chair Powell are unlikely to significantly affect the market. However, a leadership transition at the Federal Reserve could restrict the forthcoming chair's capability to implement aggressive rate cuts after Powell's term ends.|2.5
1709|Machado from Venezuela is set to meet with Trump on Thursday, as reported by CNN.|3.0
1710|Apple's partnership with Google to integrate Gemini into Siri has reassured investors about its AI strategy, despite delays in rollout. Wedbush highlights this collaboration as a positive move for both companies.|4.0
1711|The US is approaching a trade deal with Taiwan that aims to cut tariffs on the island's exports to 15% and secures investments for TSMC to build five additional semiconductor facilities in Arizona.|4.0
1712|The US is nearing a trade deal with Taiwan that will cut tariffs on Taiwanese goods and facilitate significant investments from TSMC, including new semiconductor plants in Arizona.|4.0
1713|US Representative Anna Paulina Luna has referred Federal Reserve Chair Jerome Powell to the DOJ, leading to his official criminal investigation.|1.0
1714|Two supertankers flagged from China, initially en route to Venezuela for oil cargoes linked to debt payments, have made a U-turn according to shipping data.|1.0
1715|ECB's Villeroy has described the idea of raising the key rate this year as 'fanciful,' while also suggesting that a fall in the dollar may occur if the independence of the Fed is challenged.|1.0
1716|A White House official announced that Trump is set to meet with Venezuela's Machado on Thursday, indicating potential diplomatic discussions.|3.0
1717|The likelihood of a Congress stock trading ban this year has increased to 59%, according to data from Kalshi.|2.0
1718|Mark Zuckerberg announced a new top-level initiative, Meta Compute, aimed at enhancing Meta's technological capabilities.|4.0
1719|Trump expressed concern that a Supreme Court ruling against tariffs could negatively impact the U.S. economy.|1.0
1720|Trump suggested that he may have to repay a significant amount of money, totaling hundreds of billions of dollars. This statement could reflect potential financial or political implications.|2.0
1721|The White House has indicated a significant discrepancy between Iran's public statements and the private messages they are conveying to the U.S., according to Fox News.|2.5
1722|President Trump warns that a Supreme Court ruling against tariffs could force the U.S. to refund hundreds of billions and jeopardize trillions in investments, causing significant market uncertainty.|1.0
1723|There's a notable decline in the stock market as various sectors are experiencing downturns, which raises concerns among investors.|1.0
1724|Leavitt from the White House clarified that Trump did not instruct DOJ officials to investigate Federal Reserve Chair Powell. This statement may have implications for market confidence in federal institutions.|3.0
1725|Former President Trump has expressed his belief in the independence of the Federal Reserve, as stated by the White House.|3.0
1726|Leavitt suggests that air strikes are just one of many potential options regarding Iran.|1.0
1727|Trump signals a willingness to use military force against Iran but prefers a diplomatic approach according to the White House.|2.5
1728|The White House is actively working on finalizing energy deals with Venezuela, which may impact the energy market. This development highlights the ongoing diplomatic and economic engagement regarding energy resources.|4.0
1729|Trump has discussed internet issues related to Iran with Musk, highlighting potential communication strategies.|3.0
1730|Leavitt reported that Trump has no set timeline for his plans regarding the acquisition of Greenland.|2.5
1731|Bessent warned Trump that the federal investigation into Powell could disrupt financial markets, as reported by Axios.|1.0
1732|Bessent did not challenge the call for an investigation into Fed Chair Powell during his conversation with Trump, as reported by Axios.|2.0
1733|Treasury Secretary Scott Bessent expressed concerns over the unprecedented investigation into Fed Chair Jerome Powell, indicating it could negatively impact financial markets, as evidenced by a declining dollar and rising bond yields and gold prices. The probe might complicate Powell’s future, reinforcing his intention to remain until his term concludes in May.|1.0
1734|The S&P 500 has reached an intraday record high, gaining 0.2%. This milestone reflects positive market momentum.|4.0
1735|Former President Trump’s DOJ has fired a prosecutor who chose not to pursue a case against James Comey, according to MS NOW.|2.0
1736|The US oil trade group is collaborating with the administration to increase the Strategic Petroleum Reserve, according to the API Chief.|4.0
1737|Musk criticized the collaboration between Google and Apple, expressing concerns about Google's significant power in the tech industry, especially with their Android and Chrome platforms.|1.0
1738|U.S. House Speaker Mike Johnson plans to allow the investigation involving Fed Chair Powell to unfold without rushing to conclusions.|3.0
1739|US Interior Secretary Burgum emphasized the need for increased natural gas production to meet electricity demand, and noted a historic diminishing of OPEC's power during a CNBC interview.|4.0
1740|House Speaker Johnson asserts that the Department of Justice is not being weaponized, emphasizing the integrity of the institution.|3.0
1741|The US is considering Iran's diplomatic proposals, with Vance urging Trump to pursue this approach, according to the Wall Street Journal. This reflects shifting dynamics in US-Iran relations amidst ongoing discussions.|3.0
1742|The White House is considering Iran's offer in ongoing nuclear talks as former President Trump expresses a tendency towards military strikes, according to the Wall Street Journal.|1.0
1743|The White House is considering Iran's proposal for renewed nuclear talks, while President Trump is contemplating military action, emphasizing a potential dual approach of diplomacy and force. Iran remains open to discussions but warns it is ready for war if negotiations fail.|2.0
1744|Warren informed Trump that Congress may enact a cap on credit card rates, which could have significant implications for consumers and the financial sector.|4.0
1745|US Interior Secretary Burgum indicated that low oil prices could present a strategic opportunity to fill the Strategic Petroleum Reserve (SPR). This statement was made during an interview with CNBC.|4.0
1746|Jerome Powell has received full support from Bank of Canada's Governor, Tiff Macklem, amidst an ongoing justice probe.|3.0
1747|Venezuela's claims regarding its massive oil reserves are facing scrutiny as analysts suggest they may overstate the near-term production potential, particularly due to the costly nature of processing the heavy crude from the Orinoco Belt.|1.5
